PETROL (GHp/Lt),DIESEL (GHp/Lt),LPG (GHp/Kg),KEROSENE (GHp/Lt),MGO LOCAL (GHp/Lt)
552.2,558.5,594.78,0,0
531.43,531.43,0,0,0
0,0,547.99,0,0
547.5,553.5,0,0,0
574.5,574.5,602.78,0,0
530.08,530.08,0,0,0
585.82,582.61,0,0,0
521,521,535,445,435
540,540,560,460,440
530,535,565,0,445
550.96,591.96,0,0,0
0,0,521.35,0,0
519.1,519.1,585.4,0,0
614.63,623.63,0,0,0
543.67,554.44,0,0,0
536,531,544.93,0,0
563.87,567.43,0,0,477.23
530.5,555.5,0,0,0
0,0,575.65,0,0
585.82,582.61,0,0,0
547.36,549.66,542.07,466.95,459.46
525,525,0,0,0
541,541,580.78,484.83,467.96
592.01,595.57,0,456.64,0
536.73,550.77,570.99,0,0
525.96,530.96,0,0,440.76
525,525,558,0,0
0,0,523.78,0,0
530,530,550,480,455
0,0,561.72,0,0
0,0,551.01,0,0
0,0,542.28,0,0
549.61,553.61,534.07,0,0
588.83,578.38,0,0,0
0,0,549.75,0,0
525,525,0,0,0
0,0,553.88,0,0
0,0,533.72,0,0
0,0,540.14,0,0
544,556,0,0,0
540.96,539.96,522.03,475.96,455.21
525,523.5,0,0,0
567,555,0,0,0
0,0,534.44,0,0
0,0,0,0,0
0,0,546.63,0,0
523,523,0,0,0
583.83,375.38,0,0,0
0,0,560.92,0,0
589.03,580.56,0,0,0
582.63,583.63,588.9,0,0
525,525,0,0,0
604.38,604.38,0,0,0
524,524,0,0,0
523,523,590.09,0,0
0,0,461.83,0,0
0,0,0,0,0
0,0,544.73,0,0
536.67,531.67,0,0,0
576.1,566.01,471.7,408.43,0
0,0,497.35,0,0
585.13,580.5,0,0,0
608.27,597.63,576.9,525.63,507.43
533,533,0,0,0
544.67,555.4,0,0,0
524.3,524.3,584.81,503.13,507.88
521,523,0,0,0
608.14,598.08,0,0,0
510,516,0,0,0
533.5,538.5,591,0,0
552.06,57.06,0,0,0
602.69,584.24,0,0,0
0,0,560.92,0,0
564.96,556.96,0,0,0
510.5,515.5,0,0,0
571.79,562.39,531,0,0
615,606.36,0,0,0
602.69,584.24,0,0,0
0,0,534.57,0,0
540.59,546.05,0,0,0
552.06,557.06,0,0,0
0,0,0,0,0
536.67,531.67,0,0,0
0,0,0,0,0
521.66,531.66,0,0,0
588.64,533.39,0,0,0
542,547,0,0,0
524.96,524.96,0,0,0
0,0,517.78,0,0
560,570,600,503,0
0,0,550,0,0
550,557,0,0,0
500,508,566.9,0,0
521,521,0,0,0
0,0,575.77,0,0
557.38,554.38,0,495.63,0
545.63,545.63,0,0,0
0,0,552.42,0,0
536.5,551.5,0,486.5,0
0,0,0,469.78,0
521.35,526.81,505.23,457.96,447.76
525,525,595,0,0
543.43,543.44,517.12,0,0
0,0,535.99,0,0
549.5,554.5,0,0,0
541,538,593.78,0,0
528.58,547.58,0,0,0
602.69,584.24,0,0,0
581.89,573.52,536,491.02,483.82
0,0,0,0,0
560,560,590,480,470
540,540,565,0,470
0,0,608.65,0,0
0,0,519.35,0,0
0,0,548.06,0,0
519.1,519.1,569.4,0,0
615.63,625.63,0,0,0
544.67,555.44,0,0,0
510.58,515.58,0,0,0
0,0,0,0,0
563,565,544.93,0,0
579.14,569.08,0,0,478.88
546,546,0,0,0
602.69,584.24,0,0,0
555.33,545.87,523.23,465.09,455.67
511,511,526.9,485.63,461.96
607.28,597.22,0,456.64,0
556.96,546.96,0,0,456.76
535,535,525,480,455
0,0,549.01,0,0
0,0,522.28,0,0
583.83,576.38,0,0,0
0,0,535.75,0,0
525,525,0,459,0
0,0,551.88,0,0
558.63,561.63,0,0,0
0,0,533.72,0,0
0,0,540.12,0,0
580,576,0,0,0
526.96,531.96,501.53,473.96,437.21
527.5,526.5,0,0,0
535,535,0,0,0
0,0,513.94,0,0
0,0,524.65,0,0
0,0,531.88,0,0
0,0,573.98,0,0
523,523,569.78,0,0
595.38,585.38,0,433.5,0
0,0,570.92,0,0
582.63,575.63,543.85,0,0
553.63,551.63,588.9,0,0
525,525,0,0,0
557.38,575.38,0,0,0
518.5,518.5,589.98,0,0
0,0,461.83,0,0
0,0,580.87,0,0
0,0,523.23,0,0
518.67,521.67,0,0,0
542.3,543.17,0,409.43,481.7
,,538.23,,
582.63,575.63,546.28,0,0
573.63,573.63,571.9,525.63,473.43
0,0,0,0,0
525.72,525.72,0,0,0
0,0,570.92,0,0
523.4,523.4,584.81,0,0
521,523,0,0,0
573.39,574.24,0,470.95,474.04
510,516,0,0,0
539.2,539.2,589,0,0
526.96,523.96,0,0,0
575.82,569.51,0,0,0
0,0,570.92,0,0
538.96,541.96,0,0,0
528.5,534.5,0,0,0
519.5,519.5,504,0,0
587.1,575,0,0,0
526.5,526.5,0,0,0
575.82,569.51,0,0,0
0,0,542.57,0,0
532.2,555.2,0,0,0
518.67,521.67,0,0,0
523.66,522.66,0,0,0
554.55,555.4,541.93,0,0
523.96,523.96,0,0,0
0,0,509.74,0,0
0,0,498.78,0,0
560,570,600,503,0
0,0,533.65,0,0
0,0,550,0,0
545.06,542.06,0,0,0
500,508,517.25,0,0
0,0,521,0,0
0,0,555.5,0,0
0,0,585.77,0,0
537.38,543.38,0,495.63,0
519,519,0,0,0
0,0,469.78,0,0
514.5,543.5,513.78,478.5,468.3
519,519,545,0,0
523.43,521.43,0,0,0
0,0,522.99,0,0
524.5,524.5,0,0,0
515,515,535.38,0,0
542.08,540.08,0,0,0
575.82,569.51,0,0,0
521,521,522,445,431.3
540,540,540,420,440
535,535,552,438,0
558.96,597.96,0,0,0
0,0,638.65,0,0
0,0,488.85,0,0
0,0,527.06,0,0
0,0,0,0,0
519,519,569.3,0,0
615.63,625.63,0,0,0
525.72,525.72,0,0,0
554,555,554.93,0,0
544.39,545.24,445.04,0,445.04
550,550,0,0,0
0,0,540,0,0
0,553.65,0,0,0
575.82,569.51,0,0,0
509.08,513.51,492.29,435.89,423.31
525,525,0,0,0
523,523,541.9,485.63,464.96
561.53,564.38,0,457.64,0
539.73,540.73,529.49,0,0
518.96,531.96,0,431.76,0
519.5,519.5,542,0,0
0,0,0,489.78,0
525,525,525,480,455
0,0,543.72,0,0
0,0,529.39,0,0
0,0,501.78,0,0
533.61,531.61,515.07,0,0
524.9,524.9,0,0,0
0,0,517.25,0,0
519.5,519.5,0,459,0
0,0,556.79,0,0
526.63,535.63,0,0,0
0,0,533.72,0,0
0,0,521.11,0,0
531,537,0,0,0
544.5,542.5,0,0,0
562,583.1,0,0,0
0,0,574.65,0,0
0,0,562.88,0,0
579.63,602.63,602.28,0,0
598.38,606.38,406.65,436.38,475.18
556.5,556.5,491,0,0
0,0,521.35,0,0
570.04,610.63,606.28,0,0
603.5,603.5,0,0,0
572.76,604.63,0,0,0
550.5,550.5,0,0,0
0,0,560.92,0,0
539.5,539.5,0,0,0
530,530,0,0,0
611.32,602.04,0,497.46,481.84
595,615,597,0,0
0,0,560.92,0,0
556.96,571.96,0,0,0
606.5,579.5,0,0,0
0,0,559.57,0,0
578.5,576.5,561.1,0,0
557.66,572.66,0,0,0
0,0,554.74,0,0
554.5,554.5,600,503,0
0,0,580,0,0
529.5,529.8,516.9,0,0
0,0,582.78,0,0
0,0,564.78,0,0
0,0,470.78,0,0
554.5,562.5,506.78,0,0
0,0,558.99,0,0
568.6,576.6,0,0,0
584.6,599.6,568.88,0,0
565.08,571.08,0,0,0
601.33,617.48,565.88,0,512.28
579,612,555,503,491
580,580,580,475,470
587,587,565,0,487
580.96,588.96,0,0,0
0,0,561.06,0,0
570.66,564,553.93,0,0
568.75,592.8,0,0,471.6
0,0,556,0,0
536.87,565.1,517.63,457.34,443.9
541,541,0,0,0
563,603,572.28,0,502.96
614.64,620.64,0,459.64,0
565.96,596.96,0,0,456.76
0,0,543.78,0,0
575,575,569,514,489
0,0,571.72,0,0
0,0,540.28,0,0
612.5,625.5,0,519.5,0
0,0,548.88,0,0
581.63,602.63,0,0,0
0,0,549,0,0
581.5,602.5,0,0,0
577,579,0,0,0
547,563.5,0,0,0
0,0,619.65,0,0
0,0,578.88,0,0
549,549,610.28,0,0
583.38,614.38,0,0,0
0,0,621.92,0,0
573.63,604.63,613.9,0,0
549.9,552.94,493.65,437.38,496.18
535,535,0,0,0
555,560,580,0,0
0,0,522.35,0,0
0,0,548.23,0,0
547,560,0,0,0
530.5,530.5,558.78,0,0
593.63,593.63,650.9,527.63,527.43
547.36,594.1,0,0,0
0,0,621.92,0,0
540.5,540.5,0,0,0
596.48,590.11,0,516.53,0
535,535,0,0,0
569,600,618,0,0
0,0,621.92,0,0
552.96,585.96,0,0,0
567.3,598.85,579,0,0
569.5,591.5,0,0,0
0,0,588.57,0,0
538.57,569.57,534.85,0,0
562.5,562.5,527.1,0,0
546.66,573.66,0,0,0
548.66,574.66,574.93,0,0
0,0,540.74,0,0
0,0,582.78,0,0
550,554.5,600,505,0
0,0,623,0,0
0,0,648,0,0
529.5,529.8,569,0,0
0,0,582,0,0
557.5,559.5,0,0,0
0,0,628.78,0,0
0,0,575.78,0,0
558.38,583.38,477.63,0,0
574.5,594.5,0,0,0
0,0,616.42,0,0
540.5,560.5,543.78,0,0
0,0,614.99,0,0
552.6,562.6,0,0,0
563.6,573.6,558.88,0,0
565.08,571.08,0,0,0
588.18,611.51,610.34,0,520.31
571.04,604.46,584.92,0,494.39
580,580,600,475,480
573,573,577,0,487
0,0,571.35,0,0
0,0,612.06,0,0
539.24,539.24,578.52,0,0
592.63,602.63,0,0,0
547.36,594.1,0,0,0
570.66,564,553.93,0,0
562.75,578.8,0,471.6,0
536.93,568.63,552.17,475.21,461.43
541,541,0,0,0
556,593,575.28,502,502.96
598.64,606.64,0,459.64,0
549.96,580.96,454.76,0,0
0,0,602.78,0,0
561,561,550,495,455
0,0,591.28,0,0
559.61,567.61,564.04,0,0
0,0,587.75,0,0
594.5,607.5,0,519.5,0
0,0,578.88,0,0
566.63,588.63,0,0,0
0,0,597,0,0
0,0,600.2,0,0
573.5,591.5,0,0,0
583,599,0,0,0
545,548,0,0,0
0,0,601.65,0,0
551.13,575.13,561.78,0,0
563.13,573.13,613.9,0,0
564.88,594.88,498.65,438.88,426.18
527.5,527.5,,,
550,550,560,0,0
0,0,547.35,0,0
551.13,575.13,626.9,0,0
603.13,602.13,540.9,529.13,527.43
544.5,545.5,0,0,0
576.98,588.67,0,492.67,0
540,542,0,0,0
566,577,600.78,0,0
579.03,588.17,605.55,0,495.47
54,0,0,0,0
534.46,553.46,0,0,0
0,0,598.57,0,0
562.56,588.56,0,0,0
564,564,587.1,0,0
558.16,584.16,574.93,0,0
550,555,600,506.5,0
529.8,569,0,0,0
552,556,0,0,0
0,0,636.78,0,0
0,0,580.78,0,0
580,595,0,0,0
0,0,470.78,0,0
545,567,0,0,0
542,562,543.78,0,0
0,0,604.99,0,0
559.1,564.1,0,0,0
563.1,583.1,623.88,0,0
565.08,571.08,0,0,0
587.03,595.17,605.55,0,495.47
549.97,574.37,584.76,0,584.76
550,553,580,0,469
569.25,587.3,0,0,471.6
0,0,619.65,0,0
541.14,564.19,572.78,467.88,448.49
553,553,0,0,0
553,556,575.28,503.5,471.96
539.46,569.46,0,0,433.76
555,558,560,495,455
545.11,560.11,552.04,0,0
544.9,547.9,0,0,0
589,603,0,521,0
0,0,578.88,0,0
0,0,597,0,0
563,582,0,0,0
570,580,0,0,0
545,548,0,0,0
0,0,613.65,0,0
0,0,593.14,0,0
0,0,615.88,0,0
0,0,611.92,0,0
548.13,563.13,612.9,0,0
545,545,0,0,0
558.1,557.1,590,0,0
0,0,563.35,0,0
0,0,586.74,0,0
548.13,563.13,612.9,0,0
614.13,612.13,639.9,532.13,527.43
558,558,0,0,0
552.06,550.06,0,0,0
545.1,548.1,0,0,0
0,0,611.92,0,0
544.5,545.5,0,0,0
535,535,0,0,0
567.93,569.2,0,458.45,0
540,540,0,0,0
544,547,589,0,0
574.97,574.99,602.71,0,0
0,0,611.92,0,0
530.46,549.46,0,0,0
542.84,561.15,579,0,0
534,548,0,0,0
0,0,590.57,0,0
539.56,543.56,0,0,0
510.07,523.07,590.85,0,0
542.1,541.1,588.1,0,0
481.8,495.82,0,0,0
514.16,523.16,601.93,0,0
544,547,0,0,0
0,0,598.74,0,0
0,0,577.78,0,0
550,550,600,509.5,0
0,0,595.77,0,0
0,0,578,0,0
0,0,586.89,0,0
524,529.8,569,0,0
0,0,576,0,0
571,573,0,0,0
0,0,602.78,0,0
542.88,546.88,0,459.13,0
578,586,0,0,0
0,0,610.42,0,0
545,548,0,453,0
553,562,0,0,0
0,0,470.78,0,0
549,557,599.78,0,0
536.71,536.71,577.12,0,0
0,0,596.99,0,0
563.1,566.1,0,0,0
0,0,545.78,0,0
565.08,571.08,0,0,0
574.97,574.99,602.71,0,468.29
558,558,591.76,452,435.3
555,555,585,445,450
554,558,589,0,448.5
0,0,546.35,0,0
0,0,606.06,0,0
543.74,543.74,578.52,0,0
555.01,552.23,617.99,0,0
602.13,611.13,0,0,0
552.06,550.06,0,0,0
554.16,574.16,584.93,0,0
558.96,576.19,0,0,453.49
0,0,613.65,0,0
0,0,0,0,0
556,555,557.93,439.13,426.37
547,559,604.28,506.5,458.96
520.46,543.46,0,0,401.76
544.5,548.5,550,0,0
545,548,560,495,455
0,0,530.78,0,0
0,0,589.89,0,0
0,0,570.28,0,0
545.11,560.11,552.04,0,0
0,0,579.75,0,0
544.5,548.5,0,477,0
0,0,589.88,0,0
543.13,549.13,0,0,0
0,0,614,0,0
0,0,566.7,0,0
541,556,0,0,0
570,570,0,0,0
538,538,0,0,0
0,0,595.65,0,0
0,0,593.14,0,0
0,0,595.88,0,0
544.13,557.13,600.9,0,0
524,524,0,0,0
537.9,539.9,480.65,431.88,439.18
540,540,0,0,0
537,539,593,0,0
0,0,549.35,0,0
0,0,574.74,0,0
540.6,543.6,0,0,0
544.13,557.13,600.9,0,0
540.1,541.1,0,0,0
536.6,536.6,0,0,0
535,535,0,0,0
553.34,548.07,0,435.73,0
545,548,610,0,0
525.46,541.46,0,0,0
531,541,0,0,0
0,0,585.57,0,0
488.8,503.82,0,0,0
518.68,531.65,591.93,0,0
0,0,563.78,0,0
0,0,585.78,0,0
0,0,575,0,0
524,529.8,569,0,0
0,0,576,0,0
538,540,540,0,0
545,548,0,0,0
0,0,610.78,0,0
0,0,605.78,0,0
535.88,535.88,0,421.13,0
578,586,0,0,0
0,0,473.78,0,0
534,537,0,0,0
538,540,600,0,0
0,0,583.99,0,0
553.1,551.1,0,0,0
565.08,571.08,0,0,0
571.24,569.26,577.03,0,462.56
522,522,545,0,380
555,555,585,440,450
539,544,593,0,425.5
0,0,588.06,0,0
543.74,543.49,579.52,0,0
574.13,592.13,0,0,0
554.16,574.16,584.93,0,0
560.96,576.19,0,0,453.49
534.85,548.47,538.66,432.16,425.77
538,539,584.28,429.5,436.96
540,541,560,495,455
0,0,597.72,0,0
0,0,589.89,0,0
0,0,573.28,0,0
505.11,515.11,550.04,0,0
569,572,0,521,0
0,0,573.88,0,0
539.13,548.13,0,0,0
0,0,585,0,0
0,0,556.65,0,0
529,539,0,0,0
529,529,0,0,0
570,570,0,0,0
492,495,0,0,0
0,0,590.65,0,0
0,0,523.64,0,0
0,0,595.88,0,0
535,535,608.78,0,0
0,0,588.92,0,0
524.13,540.13,562.9,0,0
525.23,523.23,561,0,0
509.9,511.9,480.65,424.88,439.18
512,512,0,0,0
509,511,564.88,0,0
0,0,488.85,0,0
0,0,523.24,0,0
0,0,498.78,0,0
495.6,503.6,0,0,0
515.13,537.13,562.9,0,0
584.13,582.13,603.9,532.13,527.43
500,509,0,0,0
538.06,540.06,0,0,0
511.1,513.1,0,0,0
0,0,588.92,0,0
509.9,509.9,0,0,0
500,500,0,0,0
510.94,516,0,393.17,0
532,535.5,583.28,149.32,435.96
540,540,0,0,0
525,523,560,0,0
514,512,0,0,0
537.51,539.13,559.95,0,427.43
510.5,512.5,559.39,0,0
0,0,588.92,0,0
530,530,0,0,0
511.94,513.15,555,0,0
531,521,0,0,0
0,0,565.57,0,0
515.56,528.56,0,0,0
480.07,500.07,0,0,0
533.1,536.1,566.88,0,0
467.3,447.32,0,0,0
518.68,531.65,591.93,0,0
505,510,0,0,0
510,512,509.78,0,0
0,0,516.24,0,0
0,0,504.78,0,0
540,540,600,509.5,0
536,553,0,0,0
0,0,560.78,0,0
0,0,570,0,0
526,535,0,0,0
0,0,529.89,0,0
492,495,564.7,0,0
0,0,546,0,0
510,510,0,0,0
535,538,0,0,0
0,464,605.78,0,0
0,0,607.78,0,0
535.88,535.88,421.13,0,0
510,510,0,0,0
0,0,582.42,0,0
511,529,0,450,0
532,539,0,0,0
511,513,556,0,0
528.93,528.93,564.12,0,0
0,0,546.99,0,0
543.1,541.1,0,0,0
507,509,597.88,0,0
565.08,571.08,0,0,0
537.51,539.13,559.95,0,427.43
492,495,502,365,340
545,545,560,400,390
535,538,576,0,0
0,0,488.85,0,0
0,0,583.06,0,0
537.74,537.49,585.52,0,0
524.13,542.13,0,0,0
538.06,540.06,0,0,0
509.16,511.16,584.93,0,0
538,546,0,0,423.3
0,0,570,0,0
0,0,555.65,0,0
520,520,486.79,387.5,385.52
544,544,0,0,0
538,511,584.28,429.5,413.96
619.14,625.14,0,464.14,0
480.46,498.46,0,0,356.76
534.5,537.5,554,0,0
0,0,535.72,0,0
538,540,560,495,455
0,0,528.89,0,0
0,0,545.28,0,0
485.11,475.11,540.04,0,0
510.9,512.9,0,0,0
0,0,519.25,0,0
510,512,0,477,0
0,0,565.88,0,0
510.13,518.13,0,0,0
0,0,556.57,0,0
504,522,0,0,0
429,437,0,0,0
437.55,460.76,0,0,367.64
507,512,0,0,0
425,428,0,0,0
0,0,564.15,0,0
0,0,514.54,0,0
0,0,550.52,0,0
501.88,522.88,0,0,0
0,0,548.92,0,0
438.13,513.91,506.9,0,0
495.63,493.63,554.4,0,0
485,485,0,0,0
432,432,494.15,426.38,440.68
468,468,0,0,0
0,0,484.35,0,0
429.9,429.9,564.88,0,0
0,0,512.24,0,0
0,0,492.23,0,0
438.13,513.91,506.9,0,0
494.13,502.13,543.9,532.13,417.43
465.06,540.06,0,0,0
480,495,0,0,0
480.1,482.1,0,0,0
0,0,548.92,0,0
437,446,0,0,0
425,428,0,0,0
464,472,0,0,0
480,482,0,0,0
464,462,525.78,0,0
470,470,0,0,0
509.04,511.4,513.97,0,0
431.6,431.9,497.89,0,0
0,0,548.92,0,0
445.44,495.24,512,0,0
470,470,0,0,0
474,486,0,0,0
0,0,505.07,0,0
400.57,466.57,0,0,0
493.1,491.1,561.88,0,0
444.3,449.32,0,0,0
396.66,449.66,500.43,0,0
457,480,0,0,0
463,463,512.78,0,0
0,0,495.74,0,0
0,0,488.28,0,0
0,0,520.78,0,0
0,0,524.28,0,0
467,480,0,0,0
0,0,546.24,0,0
0,0,529.84,0,0
430,430,504,0,0
500.1,500.1,0,0,0
0,0,534.78,0,0
0,0,607.78,0,0
475.38,475.38,0,418.63,0
429,429,0,0,0
0,0,522.42,0,0
501,510,0,450,0
0,0,473.78,0,0
504,502,0,0,0
499,515,603.28,0,0
0,0,510.49,0,0
514.6,517.6,0,0,0
0,509.28,0,0,0
429,429.5,519.38,0,0
508,510,0,0,0
509.04,511.4,513.97,0,0
425,429,475,300,325
490.13,490.13,489.9,380.13,360.43
479,479,524,0,0
487.46,495.46,0,0,0
0,0,464.45,0,0
0,0,516.56,0,0
432.84,432.84,538.57,0,0
464.13,502.13,0,0,0
465.06,540.06,0,0,0
478.66,479.66,525.43,0,0
493.64,514.84,0,0,0
0,0,517.28,0,0
0,0,535.65,0,0
466.5,471.5,401.29,308.47,327.07
485,485,0,0,0
419,419,544.28,366.5,340.96
514.14,514.14,0,464.14,0
434.13,467.13,548.9,0,0
491.96,504.96,0,0,363.26
500,520,512,0,0
0,0,484.28,0,0
481,481,490,495,455
0,0,517.22,0,0
0,0,518.39,0,0
0,0,498.78,0,0
475.11,455.11,530.04,0,0
479.9,481.9,0,0,0
0,0,508.25,0,0
429,429,0,475.5,0
480.63,488.63,0,0,0
0,0,524.48,0,0
0,0,519.5,0,0
0,0,504.15,0,0
450.5,453.5,0,0,0
424,432,0,0,0
406.93,448.76,449.53,0,355.64
425,429,0,0,0
0,0,519.15,0,0
0,0,463.54,0,0
0,0,532.52,0,0
429.9,429.9,608.78,0,0
410.88,472.88,0,0,0
509.13,511.13,515.9,0,0
409,409,0,0,0
438,438,0,0,0
421,421,494.15,424.88,439.18
0,0,472.85,0,0
419,419,510,0,0
0,0,458.74,0,0
424.13,502.13,520.9,0,0
495.63,503.63,554.4,533.63,418.93
465.06,463.82,0,0,0
438,438,0,0,0
432.1,432.1,0,0,0
426,426,0,0,0
409,420,0,0,0
418,425,0,0,0
442,442,500.78,0,0
422,423,0,0,0
437.58,492.75,513.97,0,369.05
431.6,431.9,0,0,0
0,0,552.42,0,0
406.94,471.76,510,0,0
440,440,0,0,0
434,446,0,0,0
388.56,451.56,0,0,0
394.17,458.17,0,0,0
483.1,481.1,521.88,0,0
370.8,420.82,0,0,0
445.93,454.92,500.43,0,0
420.5,420.5,0,0,0
421,456,500.28,0,0
0,0,448.28,0,0
490,490,600,490,0
400,455,0,0,0
0,0,485.78,0,0
0,0,460,0,0
0,0,501.74,0,0
510,510,481,0,0
0,0,466,0,0
312,375,0,0,0
445.1,446.1,0,0,0
0,0,503,0,0
425.88,441.88,0,392.13,0
419,419,0,0,0
0,0,472.42,0,0
429,477,437,0,0
0,0,473.44,0,0
0,0,471.99,0,0
443.1,451.1,0,0,0
429,429.5,470.88,0,0
437.58,492.75,513.97,0,369.05
415,418,446,0,290
450,450,490,380,340
419,419,518,0,0
490.46,493.46,0,0,0
0,0,424.45,0,0
0,0,473.06,0,0
425.84,425.84,509.47,0,0
434.13,462.13,0,0,0
465.06,463.82,0,0,0
0,480,0,0,0
430,440.06,384.21,282.21,317.36
485,485,0,0,0
494.14,507.14,0,464.14,0
394.13,447.13,476,0,0
461.96,484.96,0,0,363.26
430,430,499,0,0
0,0,460.78,0,0
429,429,496.5,0,0
432,432,490,495,455
0,0,475.72,0,0
0,0,464.89,0,0
0,0,445.28,0,0
425.11,415.11,520.04,0,0
431.9,431.9,0,0,0
0,0,460.78,0,0
474,487,0,478,0
430.13,447.63,0,0,0
0,0,480.88,0,0
0,0,466,0,0
0,0,471.06,0,0
411,412,0,0,0
396.93,420.79,449.53,0,327.67
474,480,0,0,0
415,418,0,0,0
0,0,465.65,0,0
0,0,436.04,0,0
0,0,515.02,0,0
417,417,490,0,0
410.88,472.88,0,0,0
0,0,508.92,0,0
489.13,487.13,520.9,0,0
434.13,442.13,480.9,0,0
410,410,494.15,424.88,439.18
430,438,0,0,0
409,409,455,0,0
0,0,428.74,0,0
444.13,467.13,520.9,0,0
465.63,463.63,480.9,533.63,378.93
425.76,423.76,0,0,0
409,409,0,0,0
421.1,421.1,0,0,0
0,0,508.92,0,0
424,424,0,0,0
409,410,0,0,0
385,400,0,0,0
421,421.5,547.78,359.69,341.96
425.71,438.25,0,0,0
412.1,432.1,480.88,0,0
430,438,0,0,0
421.39,464.19,473.06,0,340.49
418,418,479.39,0,0
0,0,508.92,0,0
394.78,440.86,510,0,0
420,420,0,0,0
396,442,0,0,0
0,0,485.57,0,0
378.56,423.56,0,0,0
367.07,413.07,0,0,0
433.1,431.1,491.88,0,0
339.16,407.16,0,0,0
415.5,415.5,0,0,0
0,0,445.74,0,0
440,490,0,440,0
406,448,460,0,0
0,0,455.78,0,0
0,0,465,0,0
395,399,447.4,0,0
0,0,416,0,0
433.1,433.1,0,0,0
0,0,522.78,0,0
412.88,516.88,0,369.13,0
409,409,0,0,0
0,0,447.42,0,0
0,0,473.44,0,0
464,462,0,0,0
425,437,487.78,0,0
0,0,500.49,0,0
431.1,431.1,0,0,0
418.5,418.5,470.88,0,0
431,437,0,0,0
421.39,464.19,473.06,0,340.49
400,410,436,0,273
440,440,450,370,310
430.46,478.46,0,0,0
0,0,414.45,0,0
0,0,461.06,0,0
410.84,410.84,478.47,0,0
384.13,452.13,0,0,0
425.76,423.76,0,0,0
409,407,0,0,0
419.16,419.16,451.93,0,0
428,435.53,0,0,312.83
0,0,476,0,0
0,0,468.65,0,0
400,400,336.19,213.56,200.86
408,408,474.28,366.5,326.31
479.14,492.14,0,464.14,0
384.13,440.13,476,0,0
435.46,443.46,0,0,301.76
424,424,461,0,0
0,0,430.78,0,0
420,424,450,420,455
0,0,430.72,0,0
0,0,454.89,0,0
0,0,435.68,0,0
365.11,385.11,520.04,0,0
420.9,420.9,0,0,0
0,0,455.75,0,0
411,414,0,355,0
0,0,430.88,0,0
0,0,466,0,0
0,0,400.15,0,0
395.5,431.5,0,0,0
396,397,0,0,0
429,431,0,0,0
412,412,0,0,0
0,0,453.54,0,0
0,0,496.02,0,0
417,417,490,0,0
0,0,493.92,0,0
424.13,432.13,520.9,0,0
434.13,442.13,480.9,0,0
463.88,501.88,494.15,424.88,439.18
393,414,0,0,0
377.6,390.6,0,0,0
0,0,374.35,0,0
419,419,455,0,0
424.13,428.13,461.9,0,0
405.06,413.84,0,0,0
425,425,0,0,0
0,0,493.92,0,0
403,403,0,0,0
409,410,0,0,0
385,400,0,0,0
431,431.5,547.78,359.69,351.96
429.71,434.25,0,0,0
424.1,432.1,480.88,0,0
0,0,493.92,0,0
402.55,420.12,510,0,0
410,410,0,0,0
419,437,0,0,0
0,0,469.57,0,0
405.56,433.56,0,0,0
399.07,408.07,0,0,0
433.1,431.1,491.88,0,0
344.16,384.16,0,0,0
441.66,465.96,411.93,0,0
431,441,462.28,0,0
0,0,445.74,0,0
0,0,424.78,0,0
440,440,0,0,0
412,431,480,0,0
0,0,455.78,0,0
0,0,460,0,0
0,0,475.74,0,0
385,395,421.6,0,0
0,0,445.74,0,0
0,0,500,0,0
0,0,532.78,0,0
426.88,448.88,0,382.13,0
449,466,0,0,0
0,0,457.42,0,0
0,0,473.78,0,0
424,422,0,0,0
414,411,437.78,0,0
0,0,465.49,0,0
423.1,431.1,0,0,0
424.1,432.1,460.88,0,0
419,419,0,0,0
444.56,459.03,463.31,0,335.33
400,410,420,0,273
440,440,450,370,310
423,425,499,0,0
430.46,463.46,0,0,0
0,0,414.45,0,0
0,0,453.06,0,0
410.84,410.84,459.47,0,0
404.13,452.13,0,0,0
369,417,0,0,0
419.16,419.16,451.93,0,0
418,425.53,0,0,302.83
0,0,460,0,0
0,0,460.65,0,0
400,400,345.45,205.37,234.45
485,485,0,0,0
482.14,497.14,0,464.14,0
404.23,429.23,461,0,0
413.46,418.46,0,0,0
534.5,537.5,554,0,0
0,0,450.78,0,0
420,420,440,420,420
0,0,454.89,0,0
0,0,435.28,0,0
345.11,375.11,400.04,0,0
0,0,455.75,0,0
469,477,0,475,0
424.72,437.41,0,0,0
0,0,408.88,0,0
0,0,444,0,0
0,0,422.9,0,0
425.5,443.5,0,0,0
437,445,0,0,0
434,437,0,0,0
454,454,0,0,0
0,0,475.65,0,0
0,0,463.54,0,0
0,0,496.02,0,0
431,431,500.78,0,0
0,0,498.92,0,0
448.13,456.13,492.9,0,0
400,400,0,0,0
444.9,444.9,410.65,349.88,334.18
453,456,0,0,0
0,0,389.37,0,0
439.9,439.9,430,0,0
0,0,463.74,0,0
437.07,445.07,0,0,0
0,0,452.78,0,0
448.13,456.13,492.9,0,0
515.63,523.63,480.9,533.63,438.93
428.76,426.76,0,0,0
473,473,0,0,0
420,420,0,0,0
0,498.92,0,0,0
439,439,0,0,0
409,410,0,0,0
385,400,0,0,0
450,453,556.28,488.5,364.31
522,510,0,0,0
484.1,484.1,490.88,0,0
453,456,0,0,0
462,460,0,0,0
497.97,501.01,461.63,0,374.31
